종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"000300","대유플러스","KOSPI",,"337","11","3.37","330","371","325","3504402","1224506474","42615304333","126454909"
"120240","대정화금","KOSDAQ","우량기업부","16880","170","1.02","16640","16910","16640","15605","262505250","121373800080","7190391"
"003310","대주산업","KOSDAQ","중견기업부","1722","1","0.06","1705","1738","1703","73334","126593493","60945626700","35392350"
"114920","대주이엔티","KONEX","일반기업부","1531","-117","-7.10","1600","1600","1520","3310","5062323","5311804500","3469500"
"078600","대주전자재료","KOSDAQ","우량기업부","79900","-300","-0.37","81500","82400","79700","92420","7490991100","1236899380700","15480593"
"012800","대창","KOSPI",,"1242","10","0.81","1230","1255","1229","149714","186372619","113196499758","91140499"
"015230","대창단조","KOSPI",,"6130","100","1.66","6050","6160","6020","92259","564160410","175147769900","28572230"
"096350","대창솔루션","KOSDAQ","벤처기업부","476","-4","-0.83","481","489","476","400900","193652341","77950240284","163761009"
"140520","대창스틸","KOSDAQ","우량기업부","2615","35","1.36","2550","2625","2540","42110","109162730","55200670445","21109243"
"131220","대한과학","KOSDAQ","벤처기업부","6100","40","0.66","6120","6170","6090","18878","115429700","45472389000","7454490"
"010170","대한광통신","KOSDAQ","중견기업부","1369","15","1.11","1341","1380","1341","294075","402458200","102005786254","74511166"
"054670","대한뉴팜","KOSDAQ","우량기업부","9070","80","0.89","9000","9130","8920","73817","668974070","130199124400","14354920"
"001070","대한방직","KOSPI",,"8240","10","0.12","8250","8280","8170","7156","58865330","43672000000","5300000"
"023910","대한약품","KOSDAQ","우량기업부","27850","250","0.91","27750","27900","27500","6489","180286650","167100000000","6000000"
"006650","대한유화","KOSPI",,"160000","-200","-0.12","161000","161500","157500","16428","2632453600","1040000000000","6500000"
"001440","대한전선","KOSPI",,"11990","110","0.93","11880","12030","11810","277498","3325120770","1492123127000","124447300"
"084010","대한제강","KOSPI",,"13640","220","1.64","13440","13650","13430","32942","447184820","319372375080","23414397"
"001790","대한제당","KOSPI",,"3050","30","0.99","3020","3050","3020","184196","559508095","273574569000","89696580"
"001795","대한제당우","KOSPI",,"2620","-10","-0.38","2605","2630","2580","41877","109162960","16984831200","6482760"
"001130","대한제분","KOSPI",,"129100","100","0.08","128500","129500","127200","929","119767800","218179000000","1690000"
"003490","대한항공","KOSPI",,"22350","-200","-0.89","22400","22550","22050","700764","15631775900","8229731773350","368220661"
"003495","대한항공우","KOSPI",,"23600","0","0.00","23600","23600","23250","835","19561900","26214738400","1110794"
"005880","대한해운","KOSPI",,"1714","19","1.12","1696","1723","1696","617943","1059564334","547070166440","319177460"
"003830","대한화섬","KOSPI",,"100400","600","0.60","100000","100400","99600","151","15119500","133331200000","1328000"
"016090","대현","KOSPI",,"2095","15","0.72","2090","2100","2075","91575","191259030","92771439450","44282310"
"069460","대호에이엘","KOSPI",,"1208","26","2.20","1182","1226","1171","633447","762136212","80048159864","66265033"
"021040","대호특수강","KOSDAQ","중견기업부","4020","-40","-0.99","4035","4215","3980","10694","44011760","43626595740","10852387"
"021045","대호특수강우","KOSDAQ","중견기업부","7070","260","3.82","6810","7160","6790","366","2491330","2999419220","424246"
"067080","대화제약","KOSDAQ","중견기업부","10550","520","5.18","10120","10850","10000","448925","4719995390","196405657500","18616650"
"298540","더네이쳐홀딩스","KOSDAQ","우량기업부","18540","360","1.98","18190","18600","18190","128172","2365788800","272734079040","14710576"
"032860","더라미","KOSDAQ","관리종목(소속부없음)","3640","0","0.00","0","0","0","0","0","143288374320","39364938"
"192080","더블유게임즈","KOSPI",,"46400","400","0.87","46700","47000","46000","42646","1979888550","844051124800","18190757"
"393890","더블유씨피","KOSDAQ","기술성장기업부","41450","1350","3.37","40100","42650","40100","146111","6092352950","1396720671100","33696518"
"299170","더블유에스아이","KOSDAQ","중견기업부","1916","-43","-2.19","1959","1959","1916","41030","79314083","57533577108","30027963"
"012510","더존비즈온","KOSPI",,"29000","300","1.05","28750","29050","28650","33598","971235650","881100736000","30382784"
"224060","더코디","KOSDAQ","투자주의환기종목(소속부없음)","6830","-140","-2.01","7240","7250","6620","64492","442830680","32431558340","4748398"
"302920","더콘텐츠온","KONEX","일반기업부","12500","0","0.00","0","0","0","0","0","56904487500","4552359"
"213420","덕산네오룩스","KOSDAQ GLOBAL","우량기업부","47750","700","1.49","47650","48200","47050","132018","6292661100","1185688797250","24831179"
"317330","덕산테코피아","KOSDAQ","우량기업부","18160","240","1.34","17920","18410","17920","64093","1164016500","333734092480","18377428"
"077360","덕산하이메탈","KOSDAQ","우량기업부","7330","20","0.27","7310","7380","7230","184103","1346667860","333053224660","45437002"
"004830","덕성","KOSPI",,"5140","80","1.58","5050","5180","5020","156097","800784060","80595200000","15680000"
"004835","덕성우","KOSPI",,"4755","35","0.74","4660","4780","4660","5635","26623115","6618960000","1392000"
"090410","덕신하우징","KOSDAQ","벤처기업부","2065","30","1.47","2035","2085","2035","185836","384043070","95163656175","46084095"
"024900","덕양산업","KOSPI",,"4345","155","3.70","4190","4435","4170","310857","1349617175","141494838100","32564980"
"263600","덕우전자","KOSDAQ","우량기업부","7520","70","0.94","7350","7540","7310","31953","238616280","119795931200","15930310"
"194480","데브시스터즈","KOSDAQ","우량기업부","46500","0","0.00","46300","47200","44900","61878","2855593450","557356440000","11986160"
"263800","데이타솔루션","KOSDAQ","중견기업부","5220","120","2.35","5130","5250","5090","64165","333558590","84649503600","16216380"
"199150","데이터스트림즈","KONEX","일반기업부","5400","210","4.05","5400","5400","5400","1","5400","23050510200","4268613"
"206560","덱스터","KOSDAQ","기술성장기업부","7680","520","7.26","7480","7810","7230","325227","2477902380","195162132480","25411736"
"261200","덴티스","KOSDAQ","벤처기업부","8980","80","0.90","8810","9040","8800","28099","252324170","141473991160","15754342"
"145720","덴티움","KOSPI",,"124000","-1500","-1.20","125500","125500","121400","48245","5966617600","1372534920000","11068830"
"227420","도부마스크","KONEX","일반기업부","904","0","0.00","0","0","0","0","0","15577010224","17231206"
"067990","도이치모터스","KOSDAQ","우량기업부","5090","20","0.39","5070","5140","5020","40849","207523070","163804089500","32181550"
"002150","도화엔지니어링","KOSPI",,"8170","240","3.03","7970","8230","7960","315159","2566486020","275492400000","33720000"
"006620","동구바이오제약","KOSDAQ","우량기업부","5580","110","2.01","5470","5690","5400","153736","861604870","158834655360","28464992"
"100130","동국S&C","KOSDAQ","우량기업부","3050","80","2.69","2945","3050","2945","78799","237797410","174286150000","57143000"
"005160","동국산업","KOSDAQ","우량기업부","4720","80","1.72","4735","4750","4645","69476","327719165","256033955040","54244482"
"460850","동국씨엠","KOSPI",,"7180","130","1.84","7060","7300","7010","88233","635252160","214672350080","29898656"
"075970","동국알앤에스","KOSDAQ","우량기업부","3375","60","1.81","3350","3390","3300","101381","340513220","62100000000","18400000"
"460860","동국제강","KOSPI",,"10990","530","5.07","10590","11180","10430","489404","5333295250","545192106830","49608017"
"086450","동국제약","KOSDAQ GLOBAL","우량기업부","15710","280","1.81","15480","15730","15340","100845","1570943580","698466600000","44460000"
"001230","동국홀딩스","KOSPI",,"9190","50","0.55","9140","9230","9120","38771","355382670","292246438770","31800483"
"023450","동남합성","KOSPI",,"34900","150","0.43","34700","35000","34650","514","17889450","122150000000","3500000"
"004140","동방","KOSPI",,"1954","24","1.24","1927","1963","1926","107281","209185665","93736830764","47971766"
"099410","동방선기","KOSDAQ","중견기업부","2345","25","1.08","2320","2360","2320","40033","93809775","31753649690","13541002"
"007590","동방아그로","KOSPI",,"6270","-60","-0.95","6330","6330","6240","11456","71838900","85382207790","13617577"
"005960","동부건설","KOSPI",,"5990","100","1.70","5900","6060","5890","38979","233547020","137020429370","22874863"
"005965","동부건설우","KOSPI",,"24900","300","1.22","25000","25000","24300","627","15493250","5620726800","225732"
"026960","동서","KOSPI",,"18260","90","0.50","18110","18360","18110","44532","813398740","1820522000000","99700000"
"002210","동성제약","KOSPI",,"6290","-110","-1.72","6400","6400","6110","165406","1029397610","164175101300","26100970"
"102260","동성케미컬","KOSPI",,"4360","45","1.04","4320","4400","4320","67047","292428335","216647214080","49689728"
"033500","동성화인텍","KOSDAQ","우량기업부","12400","470","3.94","11970","12440","11930","308845","3804280440","371869725600","29989494"
"025950","동신건설","KOSDAQ","중견기업부","16870","220","1.32","16540","17140","16530","52549","885884220","141708000000","8400000"
"000640","동아쏘시오홀딩스","KOSPI",,"94500","300","0.32","94200","95500","93200","6690","631988100","599972278500","6348913"
"170900","동아에스티","KOSPI",,"57900","-200","-0.34","58100","58100","54800","9871","565718100","498806473500","8614965"
"088130","동아엘텍","KOSDAQ","우량기업부","6160","270","4.58","5760","6170","5760","30676","185312310","65683698080","10662938"
"028100","동아지질","KOSPI",,"13680","130","0.96","13420","13820","13420","38682","530548390","192240197280","14052646"
"282690","동아타이어","KOSPI",,"12070","120","1.00","12030","12070","11950","15965","192041410","165757491050","13733015"
"041930","동아화성","KOSDAQ","우량기업부","7830","150","1.95","7730","7840","7670","64298","499349200","123714000000","15800000"
"001520","동양","KOSPI",,"1003","4","0.40","999","1009","998","108364","108590854","239400115189","238684063"
"001527","동양2우B","KOSPI",,"10700","0","0.00","10700","10700","10600","2764","29556320","3301688300","308569"
"084670","동양고속","KOSPI",,"13040","20","0.15","13020","13380","13020","1406","18481360","37758219760","2895569"
"082640","동양생명","KOSPI",,"4560","45","1.00","4510","4565","4480","56138","254854890","735795147600","161358585"
"060380","동양에스텍","KOSDAQ","우량기업부","2040","-50","-2.39","2085","2085","2030","43247","88600020","40188000000","19700000"
"001525","동양우","KOSPI",,"5380","0","0.00","5380","5380","5370","234","1258910","3323392780","617731"
"079960","동양이엔피","KOSDAQ","우량기업부","20550","760","3.84","19810","21000","19790","54952","1120613980","161523000000","7860000"
"008970","동양철관","KOSPI",,"774","9","1.18","766","779","766","130732","101044463","92017214460","118885290"
"228340","동양파일","KOSDAQ","중견기업부","2840","170","6.37","2725","2900","2700","92057","259241920","56800000000","20000000"
"092780","동양피스톤","KOSPI",,"5360","20","0.37","5340","5420","5320","22144","118661140","70582945600","13168460"
"088910","동우팜투테이블","KOSDAQ","중견기업부","2960","45","1.54","2915","2965","2895","97324","286140025","76462021440","25831764"
"094170","동운아나텍","KOSDAQ","벤처기업부","22150","50","0.23","22500","22500","20900","583009","12728991400","419804099150","18952781"
"049770","동원F&B","KOSPI",,"31650","-100","-0.31","31800","31950","31450","8365","264380500","610706373000","19295620"
"013120","동원개발","KOSDAQ","우량기업부","3335","115","3.57","3220","3335","3215","110128","362336210","302845013500","90808100"
"018500","동원금속","KOSPI",,"1664","-26","-1.54","1690","1690","1655","222884","370843791","77800208512","46754933"
"006040","동원산업","KOSPI",,"30800","0","0.00","30800","30850","30450","22442","687297550","1431666082000","46482665"
"030720","동원수산","KOSPI",,"6890","90","1.32","6800","7060","6650","29400","202608540","32064716450","4653805"
"014820","동원시스템즈","KOSPI",,"31150","50","0.16","31150","31550","30750","12207","381003400","903078434300","28991282"
"014825","동원시스템즈우","KOSPI",,"23550","-150","-0.63","24050","24050","23550","52","1234950","6219814050","264111"
"163560","동일고무벨트","KOSPI",,"6200","-80","-1.27","6210","6380","6200","15043","94219170","86180000000","13900000"
"109860","동일금속","KOSDAQ","우량기업부","9480","-10","-0.11","9490","9490","9400","19212","181186890","86268000000","9100000"
"032960","동일기연","KOSDAQ","중견기업부","12720","-20","-0.16","12700","12780","12620","41728","530750640","48418540080","3806489"
"004890","동일산업","KOSPI",,"47850","-50","-0.10","48350","48350","47750","1131","54136100","116046537750","2425215"
"002690","동일제강","KOSPI",,"1888","7","0.37","1895","1898","1863","32356","60836586","38327079680","20300360"
"023790","동일철강","KOSDAQ","중견기업부","1403","-94","-6.28","1497","1509","1402","204593","296595654","22459679975","16008325"
"005290","동진쎄미켐","KOSDAQ","우량기업부","36900","300","0.82","36250","37050","36250","339499","12459689300","1897194828600","51414494"
"025900","동화기업","KOSDAQ","우량기업부","66600","1900","2.94","63900","67000","63700","54590","3601394000","1346345307000","20215395"
"000020","동화약품","KOSPI",,"9600","100","1.05","9500","9600","9500","22767","217921670","268142112000","27931470"
"000150","두산","KOSPI",,"83800","1700","2.07","81600","84300","81500","104874","8748997300","1384697373000","16523835"
"000157","두산2우B","KOSPI",,"69500","1100","1.61","69500","69900","67800","1871","127919800","62066141000","893038"
"454910","두산로보틱스","KOSPI",,"58500","7100","13.81","50800","61100","50200","9055313","519760476000","3791968830000","64819980"
"241560","두산밥캣","KOSPI",,"41800","900","2.20","40900","42150","40700","227044","9473936902","4190415138800","100249166"
"034020","두산에너빌리티","KOSPI",,"14680","290","2.02","14370","14720","14290","1696621","24789120620","9403437623280","640561146"
"000155","두산우","KOSPI",,"51800","600","1.17","51200","52200","50200","20880","1077374100","207016731600","3996462"
"131970","두산테스나","KOSDAQ","우량기업부","59700","100","0.17","59200","61700","59200","546942","33064587700","881146746900","14759577"
"336260","두산퓨얼셀","KOSPI",,"20400","1520","8.05","18900","21400","18900","1143401","23549916410","1336072010400","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"6520","200","3.16","6320","6950","6280","59026","391901460","87134584000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"9070","440","5.10","8630","9500","8620","20186","184640820","27085741000","2986300"
"016740","두올","KOSPI",,"3335","70","2.14","3275","3360","3275","121598","405063920","110277377800","33066680"
"073190","듀오백","KOSDAQ","중견기업부","2715","20","0.74","2665","2770","2605","43851","118959850","32493228600","11968040"
"176750","듀켐바이오","KONEX","일반기업부","5570","70","1.27","5500","5650","5500","310","1713450","150530475400","27025220"
"030350","드래곤플라이","KOSDAQ","중견기업부","585","36","6.56","551","629","551","5519516","3283984432","40592549205","69388973"
"203650","드림시큐리티","KOSDAQ","벤처기업부","3360","30","0.90","3335","3415","3310","305583","1030143835","170035333440","50605754"
"223250","드림씨아이에스","KOSDAQ","중견기업부","3560","-20","-0.56","3510","3675","3500","161252","577564305","84405036800","23709280"
"060570","드림어스컴퍼니","KOSDAQ","중견기업부","3060","70","2.34","2990","3285","2980","643105","2014211850","173991131820","56859847"
"192650","드림텍","KOSPI",,"11390","180","1.61","11330","11640","11290","331326","3791765510","781575273530","68619427"
"217620","디딤이앤에프","KOSDAQ","중견기업부","632","22","3.61","610","633","605","571458","354865647","36496236720","57747210"
"016670","디모아","KOSDAQ","중견기업부","375","4","1.08","372","388","368","201183","74730276","38196759000","101858024"
"187870","디바이스이엔지","KOSDAQ","우량기업부","13600","600","4.62","12980","13650","12980","31382","417629380","95697882400","7036609"
"066670","디스플레이텍","KOSDAQ","우량기업부","5200","80","1.56","5160","5250","5120","21823","113560060","97197973600","18691918"
"024090","디씨엠","KOSPI",,"10960","160","1.48","10900","10960","10840","1725","18823810","124944000000","11400000"
"003160","디아이","KOSPI",,"6140","180","3.02","6040","6260","5960","118665","731396000","173762000000","28300000"
"092200","디아이씨","KOSPI",,"5340","20","0.38","5320","5350","5250","289188","1534079840","207664958460","38888569"
"110990","디아이티","KOSDAQ","우량기업부","21950","-850","-3.73","22600","22600","21300","516482","11352645950","414855000000","18900000"
"263690","디알젬","KOSDAQ","우량기업부","10370","20","0.19","10350","10550","10350","9901","103165690","117446575700","11325610"
"214680","디알텍","KOSDAQ","벤처기업부","4375","-5","-0.11","4455","4615","4370","2346619","10539174490","316703975000","72389480"
"377190","디앤디플랫폼리츠","KOSPI",,"3125","25","0.81","3100","3125","3080","69415","215829905","201250000000","64400000"
"263720","디앤씨미디어","KOSDAQ","중견기업부","23850","850","3.70","23000","24000","22700","83695","1981873500","292761397350","12275111"
"376300","디어유","KOSDAQ","기술성장기업부","36450","1150","3.26","35350","37000","35150","92204","3352771150","865264898700","23738406"
"141020","디에스앤엘","KOSDAQ","관리종목(소속부없음)","3735","0","0.00","0","0","0","0","0","43701490755","11700533"
"109740","디에스케이","KOSDAQ","벤처기업부","5170","70","1.37","5110","5210","5060","15042","77398610","139718784700","27024910"
"196490","디에이테크놀로지","KOSDAQ","벤처기업부","3285","25","0.77","3230","3355","3125","259562","851546180","111301949520","33881872"
"066900","디에이피","KOSDAQ","우량기업부","2940","35","1.20","2950","2995","2900","26095","77002400","66868838820","22744503"
"127120","디엔에이링크","KOSDAQ","투자주의환기종목(소속부없음)","3730","230","6.57","3500","3740","3485","118048","432194380","63759471160","17093692"
"092070","디엔에프","KOSDAQ","우량기업부","22900","450","2.00","22450","23300","22100","313088","7104456200","264995548200","11571858"
"039840","디오","KOSDAQ","우량기업부","20950","250","1.21","20750","21000","20600","137974","2871743750","332722767250","15881755"
"013570","디와이","KOSPI",,"5910","90","1.55","5850","5970","5830","131106","776194790","155549031030","26319633"
"219550","디와이디","KOSDAQ","중견기업부","975","-16","-1.61","985","1014","975","302256","299851660","50979283875","52286445"
"310870","디와이씨","KOSDAQ","벤처기업부","1805","10","0.56","1795","1825","1773","70381","127137330","37340524155","20687271"
"210540","디와이파워","KOSPI",,"12700","310","2.50","12390","12720","12320","23590","298146570","140229691600","11041708"
"104460","디와이피엔에프","KOSDAQ","우량기업부","20550","590","2.96","20000","20950","19960","42593","877823750","220164993750","10713625"
"079810","디이엔티","KOSDAQ","중견기업부","16760","10","0.06","16660","17020","16000","240646","4033445240","369056775440","22020094"
"113810","디젠스","KOSDAQ","중견기업부","1151","-12","-1.03","1164","1174","1141","207448","240068692","37554886701","32628051"
"043360","디지아이","KOSDAQ","벤처기업부","2930","135","4.83","2825","2935","2780","69935","201173485","26370000000","9000000"
"197140","디지캡","KOSDAQ","벤처기업부","5790","-50","-0.86","6090","6300","5670","1093947","6579297920","55473144660","9580854"
"068930","디지털대성","KOSDAQ","우량기업부","6020","20","0.33","5980","6060","5980","10098","60650320","169467460820","28150741"
"033130","디지틀조선","KOSDAQ","중견기업부","2115","65","3.17","2050","2165","2050","494623","1053460145","78498789705","37115267"
"105740","디케이락","KOSDAQ","우량기업부","9290","180","1.98","9110","9340","9100","96836","896163320","94354005770","10156513"
"263020","디케이앤디","KOSDAQ","벤처기업부","2955","80","2.78","2875","2955","2865","51981","152117790","45437273820","15376404"
"290550","디케이티","KOSDAQ","우량기업부","8260","10","0.12","8190","8340","8160","43161","355032770","154200744460","18668371"
"187220","디티앤씨","KOSDAQ","벤처기업부","5000","1150","29.87","4000","5000","4000","3016126","14061968530","58490105000","11698021"
"383930","디티앤씨알오","KOSDAQ","중견기업부","6690","850","14.55","6950","7590","6690","8591347","62818386140","84926285280","12694512"
"163430","디피코","KONEX","일반기업부","4010","0","0.00","0","0","0","0","0","39416507530","9829553"
"131180","딜리","KOSDAQ","벤처기업부","1217","25","2.10","1192","1220","1182","56635","68639841","35718950000","29350000"
"315640","딥노이드","KOSDAQ","기술성장기업부","24700","50","0.20","24650","25100","24050","234261","5790766900","267183209800","10817134"
"317120","라닉스","KOSDAQ","기술성장기업부","4830","-10","-0.21","4775","4875","4775","36435","175830480","46657800000","9660000"
"042510","라온시큐어","KOSDAQ","벤처기업부","2340","-110","-4.49","2350","2390","2315","788984","1846600280","90480185640","38666746"
"232680","라온테크","KOSDAQ","기술성장기업부","9370","340","3.77","9030","9430","8960","65403","606418100","117164672580","12504234"
"418420","라온텍","KOSDAQ","기술성장기업부","7490","330","4.61","7160","7490","7130","124794","920538300","220929219420","29496558"
"300120","라온피플","KOSDAQ","벤처기업부","6510","350","5.68","6150","6570","6070","105185","676869400","135642438120","20836012"
"171120","라이온켐텍","KOSDAQ","중견기업부","3340","75","2.30","3300","3375","3270","19544","64886125","119911878400","35901760"
"388790","라이콤","KOSDAQ","벤처기업부","2740","30","1.11","2720","2780","2660","438098","1195465510","81964168200","29913930"
"069540","라이트론","KOSDAQ","중견기업부","4110","360","9.60","3750","4270","3750","2931915","12122002605","114902637060","27956846"
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","2885","-25","-0.86","3045","3045","2770","15925","45991200","29507635750","10227950"
"214260","라파스","KOSDAQ","기술성장기업부","19820","270","1.38","19950","20150","19650","23920","475115040","171580075120","8656916"
"403360","라피치","KONEX","일반기업부","9920","430","4.53","10840","10840","9010","12","110870","28807680000","2904000"
"115390","락앤락","KOSPI",,"5840","50","0.86","5800","5860","5780","41543","242214820","253026240240","43326411"
"200350","래몽래인","KOSDAQ","기술성장기업부","10990","120","1.10","10800","11250","10790","26867","296072000","71139412960","6473104"
"171010","램테크놀러지","KOSDAQ","벤처기업부","5130","30","0.59","5050","5160","5010","13810","70700590","72866807280","14204056"
"084650","랩지노믹스","KOSDAQ","우량기업부","3835","185","5.07","3640","4105","3565","10211958","39634532125","284710361650","74239990"
"217500","러셀","KOSDAQ","벤처기업부","3080","50","1.65","3005","3090","3000","63468","194793675","97980960000","31812000"
"092590","럭스피아","KONEX","일반기업부","1120","-75","-6.28","1199","1199","1016","238","242288","8166029760","7291098"
"141080","레고켐바이오","KOSDAQ GLOBAL","기술성장기업부","44650","1150","2.64","43500","45150","43300","154734","6888709400","1185141110100","26542914"
"038390","레드캡투어","KOSDAQ","우량기업부","15140","30","0.20","15110","15180","14940","9649","145183690","130044727200","8589480"
"294140","레몬","KOSDAQ","투자주의환기종목(소속부없음)","2100","50","2.44","2030","2115","2020","142595","298605255","88200000000","42000000"
"443250","레뷰코퍼레이션","KOSDAQ","벤처기업부","12270","530","4.51","11740","12270","11490","72550","856800220","136142104020","11095526"
"228670","레이","KOSDAQ","우량기업부","24350","2750","12.73","22400","25200","22150","978920","23573239550","372066612050","15279943"
"228850","레이언스","KOSDAQ","우량기업부","9260","70","0.76","9140","9280","9100","18025","165905010","153632789640","16591014"
"412350","레이저쎌","KOSDAQ","기술성장기업부","10680","-10","-0.09","10710","10900","10500","90908","970131930","92985120960","8706472"
"281740","레이크머티리얼즈","KOSDAQ","우량기업부","11100","160","1.46","11000","11180","10940","230313","2557826030","729609082800","65730548"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","167500","6100","3.78","160100","170000","158400","688889","114367307000","3246628715000","19382858"
"179720","렌딩머신","KONEX","일반기업부","8800","200","2.33","8800","8800","8800","4","35200","16645024000","1891480"
"215100","로보로보","KOSDAQ","벤처기업부","4795","95","2.02","4715","4835","4650","81053","388498545","97570836930","20348454"
"090360","로보스타","KOSDAQ","중견기업부","27500","550","2.04","26900","27800","26650","62159","1706449100","268125000000","9750000"
"238500","로보쓰리에이아이앤로보틱스","KONEX","일반기업부","836","-22","-2.56","848","890","811","145628","122302199","17986676268","21515163"
"108490","로보티즈","KOSDAQ","기술성장기업부","26100","350","1.36","25750","26400","25100","116172","3024903050","333211313700","12766717"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)","740","1","0.14","739","747","733","43972","32505916","26663153120","36031288"
"223220","로지스몬","KONEX","일반기업부","409","25","6.51","399","409","399","2","808","18834930984","46051176"
"067730","로지시스","KOSDAQ","중견기업부","3565","65","1.86","3525","3660","3525","98746","355200785","34487531930","9673922"
"071280","로체시스템즈","KOSDAQ","우량기업부","5920","80","1.37","5800","5920","5800","56856","334185500","90555889760","15296603"
"032350","롯데관광개발","KOSPI",,"10920","70","0.65","10800","10930","10700","296075","3209279710","826881411720","75721741"
"089860","롯데렌탈","KOSPI",,"26750","200","0.75","26500","26800","26450","15425","411426150","979961185250","36634063"
"330590","롯데리츠","KOSPI",,"3200","40","1.27","3160","3200","3145","192963","613402555","777500428800","242968884"
"000400","롯데손해보험","KOSPI",,"2440","15","0.62","2400","2475","2385","568313","1387217085","757220620800","310336320"
"023530","롯데쇼핑","KOSPI",,"79200","0","0.00","79000","79700","78400","25169","1994954900","2240469396000","28288755"
"020150","롯데에너지머티리얼즈","KOSPI",,"43050","1700","4.11","41400","43800","41200","180282","7729216950","1985071446750","46110835"
"280360","롯데웰푸드","KOSPI",,"125400","-1200","-0.95","126600","127800","123700","16060","2029910900","1183095579600","9434574"
"004000","롯데정밀화학","KOSPI",,"59000","0","0.00","59300","59500","59000","20773","1228609400","1522200000000","25800000"
"286940","롯데정보통신","KOSPI",,"28350","600","2.16","27750","28400","27600","31764","892835900","436485983850","15396331"
"004990","롯데지주","KOSPI",,"29000","-250","-0.85","29200","29200","28650","117640","3401144650","3042367873000","104909237"
"00499K","롯데지주우","KOSPI",,"35200","-50","-0.14","35250","35250","34850","125","4394050","28357225600","805603"
"005300","롯데칠성","KOSPI",,"151100","-3600","-2.33","154700","154700","149800","28554","4324283500","1402039372400","9278884"
"005305","롯데칠성우","KOSPI",,"69800","200","0.29","70400","70400","69000","1391","96663500","54116638000","775310"
"011170","롯데케미칼","KOSPI",,"156800","1900","1.23","155000","158400","153800","61907","9674122700","6707185699200","42775419"
"071840","롯데하이마트","KOSPI",,"10430","-70","-0.67","10490","10530","10300","20039","208461450","246228436160","23607712"
"328130","루닛","KOSDAQ","기술성장기업부","93000","-1300","-1.38","92400","95500","90000","414476","38442145500","1151433372000","12381004"
"038060","루멘스","KOSDAQ","중견기업부","1395","0","0.00","1392","1398","1340","214094","292342668","67103781255","48103069"
"162120","루켄테크놀러지스","KONEX","일반기업부","4840","10","0.21","4870","4870","4835","2216","10720540","53191290240","10989936"
"253610","루트락","KONEX","일반기업부","1550","-150","-8.82","1950","1950","1446","1610","2631948","15661672750","10104305"
"060240","룽투코리아","KOSDAQ","중견기업부","1508","23","1.55","1466","1519","1466","152290","228680884","38347360272","25429284"
"058470","리노공업","KOSDAQ GLOBAL","우량기업부","178800","5000","2.88","174800","180500","168500","211892","37323330200","2725335756000","15242370"
"039980","리노스","KOSDAQ","중견기업부","840","0","0.00","835","854","835","160483","135615469","38803698360","46194879"
"019570","리더스 기술투자","KOSDAQ","중견기업부","646","1","0.16","645","659","630","117437","75871360","33895645840","52470040"
"016100","리더스코스메틱","KOSDAQ","중견기업부","2340","10","0.43","2330","2395","2310","14063","32809250","44696091960","19100894"
"012700","리드코프","KOSDAQ","우량기업부","5750","60","1.05","5730","5780","5680","32819","188233470","152065276250","26446135"
"302550","리메드","KOSDAQ","기술성장기업부","16800","610","3.77","16580","17080","16310","15648","263163380","102943948800","6127616"
"073570","리튬포어스","KOSDAQ","중견기업부","7410","200","2.77","7210","7480","7060","331647","2425718690","213905396250","28867125"
"377450","리파인","KOSDAQ","중견기업부","8680","690","8.64","7920","8930","7890","1494240","12860861300","150424400000","17330000"
"277070","린드먼아시아","KOSDAQ","중견기업부","5010","0","0.00","4955","5010","4935","4980","24828330","68596920000","13692000"
"042500","링네트","KOSDAQ","우량기업부","4170","-40","-0.95","4210","4495","4105","321198","1391036905","64038181260","15356878"
"219420","링크제니시스","KOSDAQ","기술성장기업부","5690","180","3.27","5610","5810","5560","23610","135388040","65261494830","11469507"
"439090","마녀공장","KOSDAQ","중견기업부","24700","-50","-0.20","24400","24950","24050","79683","1960599250","404543022000","16378260"
"027740","마니커","KOSPI",,"1078","6","0.56","1066","1082","1061","122778","132102039","68465103784","63511228"
"195500","마니커에프앤지","KOSDAQ","중견기업부","3060","15","0.49","3045","3120","3025","71766","219554245","48739680000","15928000"
"357430","마스턴프리미어리츠","KOSPI",,"2520","60","2.44","2485","2520","2475","88338","220733375","66981600000","26580000"
"377480","마음AI","KOSDAQ","기술성장기업부","30150","-100","-0.33","29900","31650","29700","598882","18444051000","185462689950","6151333"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","7280","-50","-0.68","7360","7390","7160","22068","160600460","113834913920","15636664"
"448780","마이크로엔엑스","KONEX","일반기업부","2350","-20","-0.84","2390","2390","2220","462","1025940","6292548000","2677680"
"098120","마이크로컨텍솔","KOSDAQ","중견기업부","13050","-10","-0.08","13150","13970","12990","1062918","14290586410","108481596300","8312766"
"424980","마이크로투나노","KOSDAQ","기술성장기업부","14720","120","0.82","14420","14910","14420","34766","511200140","87126060800","5918890"
